% b (um)                                          ,w (um)                                            ,Ef (eV)                                           ,freq (THz)                                        ,S11 (1)                                           ,Absorptance (1)
3.1844,10.589,0.39192,0.8,0.28416276559604786+0.7815193958994734j           ,0.308478956
3.1844,10.589,0.39192,0.9,0.438324215071263+0.6803439851437868j             ,0.345003944
3.1844,10.589,0.39192,1,0.563485301862564+0.5518682811370191j             ,0.377925715
3.1844,10.589,0.39192,1.1,0.6557696218821432+0.40261439713928776j           ,0.40786785
3.1844,10.589,0.39192,1.2,0.7121164492516997+0.23954662660525933j           ,0.435507576
3.1844,10.589,0.39192,1.3,0.7304449488480236+0.07022668941150637j           ,0.461518389
3.1844,10.589,0.39192,1.4,0.7099394666040884-0.09716040773127327j           ,0.486545809
3.1844,10.589,0.39192,1.5,0.6513967764944842-0.25393174570701055j           ,0.511200908
3.1844,10.589,0.39192,1.6,0.5575839743486253-0.3911975390101016j            ,0.536064597
3.1844,10.589,0.39192,1.7,0.43356499958722083-0.5003403511109226j           ,0.561680924
3.1844,10.589,0.39192,1.8,0.2869156648606266-0.5736995325346305j            ,0.588548248
3.1844,10.589,0.39192,1.9,0.12772671923726817-0.6054674927214336j           ,0.617095
3.1844,10.589,0.39192,2,-0.031745861612429566-0.5927599651499725j         ,0.647627824
3.1844,10.589,0.39192,2.1,-0.17796126811455812-0.5367203869084944j          ,0.680261013
3.1844,10.589,0.39192,2.2,-0.29764506607513835-0.44337880235140764j         ,0.714822652
3.1844,10.589,0.39192,2.3,-0.3799780319982672-0.32380922487546526j          ,0.750764281
3.1844,10.589,0.39192,2.4,-0.41906544845694516-0.1930805312431164j          ,0.787104058
3.1844,10.589,0.39192,2.5,-0.4158765663322305-0.06770781008422029j          ,0.822462334
3.1844,10.589,0.39192,2.6,-0.3785996561357+0.03803346236444909j             ,0.855215756
3.1844,10.589,0.39192,2.7,-0.3206840172928424+0.11576088096497318j          ,0.883761179
3.1844,10.589,0.39192,2.8,-0.25686683727747756+0.16497437835453943j         ,0.906802882
3.1844,10.589,0.39192,2.9,-0.1986572552932877+0.1923114731921753j           ,0.923551592
3.1844,10.589,0.39192,3,-0.1511678392658815+0.2083097946186514j           ,0.933755314
3.1844,10.589,0.39192,3.1,-0.11246120790114086+0.2231249083773299j          ,0.937567752
3.1844,10.589,0.39192,3.2,-0.0753133678328406+0.24289854418362253j          ,0.935328194
3.1844,10.589,0.39192,3.3,-0.030378040952463523+0.2678311983268847j         ,0.927343624
3.1844,10.589,0.39192,3.4,0.03041326550829662+0.29213016521925195j          ,0.913735
3.1844,10.589,0.39192,3.5,0.11103762397858644+0.30545314179773003j          ,0.894369024
3.1844,10.589,0.39192,3.6,0.20955369817814862+0.2953224089999576j           ,0.868871922
3.1844,10.589,0.39192,3.7,0.31742072903723717+0.2500613034898425j           ,0.836713425
3.1844,10.589,0.39192,3.8,0.4200562873464372+0.16187496510467578j           ,0.797349211
3.1844,10.589,0.39192,3.9,0.49871085166326196+0.029653501429982174j         ,0.750408156
3.1844,10.589,0.39192,4,0.5336291279802585-0.13906400645070563j           ,0.695901156
3.1844,10.589,0.39192,4.1,0.5081762531810904-0.3276361035314817j            ,0.634411479
3.1844,10.589,0.39192,4.2,0.4131629614645188-0.5119426307238689j            ,0.56721111
3.1844,10.589,0.39192,4.3,0.2502046254178166-0.664190917143875j             ,0.496248071
3.1844,10.589,0.39192,4.4,0.03290608569950464-0.7582476537516776j           ,0.423977685
3.1844,10.589,0.39192,4.5,-0.2148089424480768-0.7751110852732279j           ,0.353059924
3.1844,10.589,0.39192,4.6,-0.4629243453725407-0.7068920221727044j           ,0.286004719
3.1844,10.589,0.39192,4.7,-0.6808783385188012-0.5581661779127994j           ,0.224855206
3.1844,10.589,0.39192,4.8,-0.8427916813644923-0.3445323184073061j           ,0.170999663
3.1844,10.589,0.39192,4.9,-0.9310839464964475-0.08916946645976064j          ,0.125131491
3.1844,10.589,0.39192,5,-0.9379580659485744+0.18138205175010638j          ,0.087335218
2.9008,11.174,0.0093235,0.1,-0.9667959913190325+0.2536922343921459j           ,0.000945761
2.9008,11.174,0.0093235,0.2,-0.8693236162901091+0.4902330585236895j           ,0.003947998
2.9008,11.174,0.0093235,0.3,-0.714151470274139+0.6932488499622943j            ,0.00939371
2.9008,11.174,0.0093235,0.4,-0.5122508226571068+0.8484954710733212j           ,0.01765453
2.9008,11.174,0.0093235,0.5,-0.2783934425333041+0.9453476245602245j           ,0.02881496
2.9008,11.174,0.0093235,0.6,-0.02975523565285809+0.978068853303323j           ,0.042495944
2.9008,11.174,0.0093235,0.7,0.21603120005446394+0.946277117873377j            ,0.057890137
2.9008,11.174,0.0093235,0.8,0.4427059575242459+0.8544115211369875j            ,0.073992388
2.9008,11.174,0.0093235,0.9,0.6365376240455068+0.7105931683990473j            ,0.089877202
2.9008,11.174,0.0093235,1,0.786769303221201+0.5254681393488763j             ,0.104877298
2.9008,11.174,0.0093235,1.1,0.8856883624333702+0.31134317167624614j           ,0.118621554
2.9008,11.174,0.0093235,1.2,0.9286385978194689+0.08157394925433141j           ,0.130976045
2.9008,11.174,0.0093235,1.3,0.9140885890361742-0.1499762859442555j            ,0.141949165
2.9008,11.174,0.0093235,1.4,0.8437027874400856-0.3695463751575008j            ,0.151601083
2.9008,11.174,0.0093235,1.5,0.7223006899433323-0.5641859312444105j            ,0.159975948
2.9008,11.174,0.0093235,1.6,0.5576103866323118-0.722498847366039j             ,0.167066072
2.9008,11.174,0.0093235,1.7,0.35979644007521433-0.8353058131351373j           ,0.17281072
2.9008,11.174,0.0093235,1.8,0.14082585260280617-0.8961263114808917j           ,0.177125713
2.9008,11.174,0.0093235,1.9,-0.08621861019755704-0.9014538249390027j          ,0.179947353
2.9008,11.174,0.0093235,2,-0.3078000720026001-0.8508767003009137j           ,0.181267957
2.9008,11.174,0.0093235,2.1,-0.5105641815528126-0.7471125499074517j           ,0.181147054
2.9008,11.174,0.0093235,2.2,-0.681998349184101-0.5959695919229198j            ,0.179698497
2.9008,11.174,0.0093235,2.3,-0.8111391772794838-0.40618622524370135j          ,0.177065986
2.9008,11.174,0.0093235,2.4,-0.8892953318472561-0.18908645807172936j          ,0.173400124
2.9008,11.174,0.0093235,2.5,-0.910710664723372+0.04197879254601382j           ,0.168843866
2.9008,11.174,0.0093235,2.6,-0.873085406549307+0.272390045205286j             ,0.163525536
2.9008,11.174,0.0093235,2.7,-0.777887244407411+0.48716847484333914j           ,0.157558312
2.9008,11.174,0.0093235,2.8,-0.6304093013630618+0.6719689263931333j           ,0.151041875
2.9008,11.174,0.0093235,2.9,-0.4395544096099266+0.8140804978804073j           ,0.144064864
2.9008,11.174,0.0093235,3,-0.21734809711546796+0.9033563145621594j          ,0.136707174
2.9008,11.174,0.0093235,3.1,0.021795263048365134+0.9329966810239665j          ,0.12904216
2.9008,11.174,0.0093235,3.2,0.2620068784621875+0.9001185526886547j            ,0.121138987
2.9008,11.174,0.0093235,3.3,0.4870341506868494+0.8060600786443396j            ,0.113064886
2.9008,11.174,0.0093235,3.4,0.6813711216815316+0.6563890833647525j            ,0.104886766
2.9008,11.174,0.0093235,3.5,0.8313665305426642+0.46060592224691804j           ,0.096671876
2.9008,11.174,0.0093235,3.6,0.9262265019282793+0.23155322030677597j           ,0.088487573
2.9008,11.174,0.0093235,3.7,0.9588333345673977-0.015432458218137293j          ,0.080400476
2.9008,11.174,0.0093235,3.8,0.9263127748836174-0.2635701659480329j            ,0.072475411
2.9008,11.174,0.0093235,3.9,0.830299952782194-0.495810135215265j              ,0.064774298
2.9008,11.174,0.0093235,4,0.6768771951969016-0.6960476076868746j            ,0.05735499
2.9008,11.174,0.0093235,4.1,0.4761830462132079-0.8502820474080872j            ,0.050270146
2.9008,11.174,0.0093235,4.2,0.24171868364524074-0.9476316956478054j           ,0.043566247
2.9008,11.174,0.0093235,4.3,-0.010596988629110302-0.9811242508080962j         ,0.037282908
2.9008,11.174,0.0093235,4.4,-0.2635514768172143-0.9482025465590107j           ,0.03145255
2.9008,11.174,0.0093235,4.5,-0.49985571751792846-0.850907668724049j           ,0.026100401
2.9008,11.174,0.0093235,4.6,-0.7033613764420937-0.6957284097974792j           ,0.021244754
2.9008,11.174,0.0093235,4.7,-0.8601877620421907-0.4931324736712647j           ,0.016897377
2.9008,11.174,0.0093235,4.8,-0.9596770411445538-0.25681891537459434j          ,0.013064021
2.9008,11.174,0.0093235,4.9,-0.9951117847754809-0.002751064743640881j         ,0.009744967
2.9008,11.174,0.0093235,5,-0.9641484890384019+0.2519565704318098j           ,0.006935578
4.0218,11.522,0.45136,0.1,-0.9605594624328597+0.25105678880452975j          ,0.014296008
4.0218,11.522,0.45136,0.2,-0.8508974176536401+0.4718454308652951j           ,0.053335474
4.0218,11.522,0.45136,0.3,-0.6919366617669103+0.6428655016215731j           ,0.107947603
4.0218,11.522,0.45136,0.4,-0.5067655143641142+0.7581642770174525j           ,0.168375643
4.0218,11.522,0.45136,0.5,-0.3136547167937546+0.8210298029256989j           ,0.227530781
4.0218,11.522,0.45136,0.6,-0.12456643999639802+0.8383554850475585j          ,0.281643283
4.0218,11.522,0.45136,0.7,0.05324030677332282+0.8171434535985753j           ,0.329442046
4.0218,11.522,0.45136,0.8,0.21511146607188142+0.7633067708924159j           ,0.371089831
4.0218,11.522,0.45136,0.9,0.3575228521311484+0.6817442877192555j            ,0.407402136
4.0218,11.522,0.45136,1,0.477336309466237+0.5768463097625653j             ,0.439398383
4.0218,11.522,0.45136,1.1,0.5715690698200261+0.4530101854405787j            ,0.46809057
4.0218,11.522,0.45136,1.2,0.6374637960818116+0.315027018796511j             ,0.494397886
4.0218,11.522,0.45136,1.3,0.6727111119578887+0.1683106761956313j            ,0.519131276
4.0218,11.522,0.45136,1.4,0.6757491272445606+0.018985676122776626j          ,0.543002661
4.0218,11.522,0.45136,1.5,0.6460977854130969-0.12615407421836913j           ,0.566642801
4.0218,11.522,0.45136,1.6,0.5847049249628947-0.25981268598740526j           ,0.590617519
4.0218,11.522,0.45136,1.7,0.49428279769319466-0.37449687973390205j          ,0.615436603
4.0218,11.522,0.45136,1.8,0.37960210745347606-0.4629810348974471j           ,0.641550801
4.0218,11.522,0.45136,1.9,0.2476839501115358-0.5189610450237575j            ,0.669332095
4.0218,11.522,0.45136,2,0.10778739192840635-0.5379121604894067j           ,0.699032386
4.0218,11.522,0.45136,2.1,-0.028958980323236-0.518115961934844j             ,0.730717227
4.0218,11.522,0.45136,2.2,-0.1504725506972605-0.4617133404872733j           ,0.764178803
4.0218,11.522,0.45136,2.3,-0.24531795861062453-0.37546581462278433j         ,0.798844521
4.0218,11.522,0.45136,2.4,-0.30494482025516995-0.27072166704937056j         ,0.833718436
4.0218,11.522,0.45136,2.5,-0.32607816346297785-0.1620478364932559j          ,0.86741353
4.0218,11.522,0.45136,2.6,-0.3123184061535032-0.06432866063511361j          ,0.898319037
4.0218,11.522,0.45136,2.7,-0.2738248925669411+0.01104888447938237j          ,0.92489785
4.0218,11.522,0.45136,2.8,-0.22457024597152656+0.05945407047960894j         ,0.946033418
4.0218,11.522,0.45136,2.9,-0.17795408518588404+0.0840415575892344j          ,0.96126936
4.0218,11.522,0.45136,3,-0.14263797099422573+0.09391537716765426j         ,0.970834311
4.0218,11.522,0.45136,3.1,-0.12038098470138832+0.10030284692531728j         ,0.975447757
4.0218,11.522,0.45136,3.2,-0.10647368242002588+0.11249266661980352j         ,0.976008755
4.0218,11.522,0.45136,3.3,-0.09209334402727506+0.13499959841023576j         ,0.973293924
4.0218,11.522,0.45136,3.4,-0.06739531970580415+0.1664817798920877j          ,0.967741688
4.0218,11.522,0.45136,3.5,-0.024395663900834776+0.20016927866975795j        ,0.959337111
4.0218,11.522,0.45136,3.6,0.040799588077102635+0.22529991742202238j         ,0.947575341
4.0218,11.522,0.45136,3.7,0.12651127255798378+0.2291631067784172j           ,0.931479168
4.0218,11.522,0.45136,3.8,0.22475259419509497+0.19955719113099166j          ,0.909663199
4.0218,11.522,0.45136,3.9,0.32134989804357117+0.1275761917046539j           ,0.880458558
4.0218,11.522,0.45136,4,0.3971923419086437+0.010566828883333521j          ,0.842126586
4.0218,11.522,0.45136,4.1,0.43096166713868506-0.1452046925056824j           ,0.793187639
4.0218,11.522,0.45136,4.2,0.40347935281330066-0.3230302168321782j           ,0.732855891
4.0218,11.522,0.45136,4.3,0.30318018070325176-0.49656951057224696j          ,0.661500499
4.0218,11.522,0.45136,4.4,0.13124277146503036-0.6338775432459641j           ,0.580974595
4.0218,11.522,0.45136,4.5,-0.0958231386611125-0.7044154881270683j           ,0.494616746
4.0218,11.522,0.45136,4.6,-0.3479908448311408-0.6870883097062914j           ,0.406812027
4.0218,11.522,0.45136,4.7,-0.5880160488012577-0.5762165449553022j           ,0.32221162
4.0218,11.522,0.45136,4.8,-0.7800381225866458-0.38297066455419637j          ,0.244873997
4.0218,11.522,0.45136,4.9,-0.897178086187091-0.13195495369979313j           ,0.177659372
4.0218,11.522,0.45136,5,-0.9256930988844398+0.14514323376208535j          ,0.122025728
4.2601,13.698,0.098302,0.1,-0.965328366224784+0.25315469959750486j           ,0.004053843
4.2601,13.698,0.098302,0.2,-0.8645215180488028+0.48642320523418753j          ,0.01599501
4.2601,13.698,0.098302,0.3,-0.7067160931426995+0.6821426509511554j           ,0.035233767
4.2601,13.698,0.098302,0.4,-0.5056755910370261+0.8266178084073459j           ,0.060995195
4.2601,13.698,0.098302,0.5,-0.2781329343082735+0.9111111338543116j           ,0.092518573
4.2601,13.698,0.098302,0.6,-0.042170310449218526+0.9322379483403349j         ,0.129154073
4.2601,13.698,0.098302,0.7,0.1842948781334651+0.8920579918391924j            ,0.170267937
4.2601,13.698,0.098302,0.8,0.38514880290531267+0.7979456566625039j           ,0.214943129
4.2601,13.698,0.098302,0.9,0.5480128780205781+0.6618746554312495j            ,0.261603826
4.2601,13.698,0.098302,1,0.6660352724995309+0.4985393354377375j            ,0.307855547
4.2601,13.698,0.098302,1.1,0.7384165216039081+0.32235231568145334j           ,0.350830025
4.2601,13.698,0.098302,1.2,0.7688353637670967+0.14460338109870352j           ,0.387982046
4.2601,13.698,0.098302,1.3,0.7624925246363577-0.027537443873887117j          ,0.417846839
4.2601,13.698,0.098302,1.4,0.7236686023797704-0.18983340440434757j           ,0.440267033
4.2601,13.698,0.098302,1.5,0.6550383405102375-0.33890966438134357j           ,0.456065012
4.2601,13.698,0.098302,1.6,0.5584529245651041-0.4707688695149544j            ,0.466507003
4.2601,13.698,0.098302,1.7,0.4361781338155929-0.5804080322829356j            ,0.472875152
4.2601,13.698,0.098302,1.8,0.2918481335080712-0.6622514630994094j            ,0.476247667
4.2601,13.698,0.098302,1.9,0.13090836252225088-0.7109307435706703j           ,0.477440478
4.2601,13.698,0.098302,2,-0.03938627765755652-0.7220921040653472j          ,0.477031714
4.2601,13.698,0.098302,2.1,-0.2102844426554222-0.6930860032802122j           ,0.475412245
4.2601,13.698,0.098302,2.2,-0.37205790515043496-0.6234899077513001j          ,0.47283325
4.2601,13.698,0.098302,2.3,-0.5146621197434775-0.515444799920582j            ,0.469439561
4.2601,13.698,0.098302,2.4,-0.6284899983339496-0.37378294905016635j          ,0.465286629
4.2601,13.698,0.098302,2.5,-0.7051611707372136-0.20591732350580663j          ,0.460345779
4.2601,13.698,0.098302,2.6,-0.7382649558004689-0.02147567170018824j          ,0.454503651
4.2601,13.698,0.098302,2.7,-0.723949800480479+0.1682923306228496j            ,0.447574378
4.2601,13.698,0.098302,2.8,-0.6612866850304455+0.351237285125335j            ,0.43933229
4.2601,13.698,0.098302,2.9,-0.5524195355708202+0.5150442158040449j           ,0.429562112
4.2601,13.698,0.098302,3,-0.40258935009417035+0.6479347508943174j          ,0.418102374
4.2601,13.698,0.098302,3.1,-0.2200772977401374+0.7393978092548832j           ,0.404856863
4.2601,13.698,0.098302,3.2,-0.015992036774789276+0.7810057904166691j         ,0.38977421
4.2601,13.698,0.098302,3.3,0.19621441805936213+0.7672523314488374j           ,0.372823762
4.2601,13.698,0.098302,3.4,0.40152262072117284+0.696262725192211j            ,0.353997803
4.2601,13.698,0.098302,3.5,0.5843299222514993+0.5702748783652828j            ,0.333345105
4.2601,13.698,0.098302,3.6,0.7295676575106673+0.395875739098265j             ,0.311013432
4.2601,13.698,0.098302,3.7,0.8239432211684292+0.18397315731859853j           ,0.287271446
4.2601,13.698,0.098302,3.8,0.8572884885371823-0.05060042463822658j           ,0.262496044
4.2601,13.698,0.098302,3.9,0.823877821528887-0.2899860784191095j             ,0.23713341
4.2601,13.698,0.098302,4,0.7234624337090403-0.5147341172495111j            ,0.211650896
4.2601,13.698,0.098302,4.1,0.5617559424476151-0.7056439187650442j            ,0.186496921
4.2601,13.698,0.098302,4.2,0.3502117804770417-0.8457406229041582j            ,0.162074508
4.2601,13.698,0.098302,4.3,0.10508750061480257-0.9220775971018456j           ,0.138729522
4.2601,13.698,0.098302,4.4,-0.15406819040755984-0.9270988571817135j          ,0.116750702
4.2601,13.698,0.098302,4.5,-0.40628162897953507-0.8593941803678496j          ,0.096376881
4.2601,13.698,0.098302,4.6,-0.6311253387198024-0.7237930964399365j           ,0.07780436
4.2601,13.698,0.098302,4.7,-0.8105715704422292-0.5308343581582948j           ,0.061188613
4.2601,13.698,0.098302,4.8,-0.9305487066409843-0.2957047053849414j           ,0.046637832
4.2601,13.698,0.098302,4.9,-0.9820607490795609-0.03677822475997863j          ,0.034204047
4.2601,13.698,0.098302,5,-0.9617755451922839+0.2260744158639672j           ,0.023878159
2.2756,10.774,0.30452,0.1,-0.9643239861961492+0.25272526806538703j          ,0.006209189
2.2756,10.774,0.30452,0.2,-0.8615629196811116+0.4834088732749823j           ,0.024025197
2.2756,10.774,0.30452,0.3,-0.703330679394738+0.6738255423232142j            ,0.051285094
2.2756,10.774,0.30452,0.4,-0.5056890863204216+0.8118773633807757j           ,0.085133695
2.2756,10.774,0.30452,0.5,-0.2859679113373358+0.891899476392236j            ,0.122737678
2.2756,10.774,0.30452,0.6,-0.06045487652189663+0.9135422989311338j          ,0.161785676
2.2756,10.774,0.30452,0.7,0.15670957629601115+0.8801966762043558j           ,0.20069592
2.2756,10.774,0.30452,0.8,0.35372921959617654+0.7976685141879908j           ,0.238600581
2.2756,10.774,0.30452,0.9,0.5209263026836785+0.6733629787472581j            ,0.275218086
2.2756,10.774,0.30452,1,0.6504777790425819+0.5159249460870133j            ,0.310700109
2.2756,10.774,0.30452,1.1,0.7363228209925013+0.3351572024006568j            ,0.345498353
2.2756,10.774,0.30452,1.2,0.7743166665309099+0.14202764481273883j           ,0.380261848
2.2756,10.774,0.30452,1.3,0.762627647736914-0.0514002267325338j             ,0.415757088
2.2756,10.774,0.30452,1.4,0.7023255828148617-0.23226297877738258j           ,0.452792684
2.2756,10.774,0.30452,1.5,0.598049785836896-0.3875615484143486j             ,0.4921325
2.2756,10.774,0.30452,1.6,0.4585644357945982-0.5053275629725874j            ,0.534362712
2.2756,10.774,0.30452,1.7,0.29685796094725875-0.5763302959970111j           ,0.579718741
2.2756,10.774,0.30452,1.8,0.12934414388144824-0.5961534554283111j           ,0.62787115
2.2756,10.774,0.30452,1.9,-0.026248063614469175-0.5670787715647878j         ,0.677732706
2.2756,10.774,0.30452,2,-0.1542949987233749-0.4987994466015378j           ,0.727392165
2.2756,10.774,0.30452,2.1,-0.24516899653418825-0.40693943481862643j         ,0.77429246
2.2756,10.774,0.30452,2.2,-0.2979092273548061-0.30912702206106063j          ,0.815690576
2.2756,10.774,0.30452,2.3,-0.3199936076187781-0.21984379990760347j          ,0.849272795
2.2756,10.774,0.30452,2.4,-0.32389188872377644-0.14638302625413568j         ,0.873666054
2.2756,10.774,0.30452,2.5,-0.32197062185540404-0.08783873336116266j         ,0.888619276
2.2756,10.774,0.30452,2.6,-0.32216587156126686-0.037279523423303824j        ,0.894819388
2.2756,10.774,0.30452,2.7,-0.3260361670589523+0.014373278355683668j         ,0.893493827
2.2756,10.774,0.30452,2.8,-0.3292923279049237+0.07460300677796594j          ,0.886000954
2.2756,10.774,0.30452,2.9,-0.3238924210598787+0.14682131786387023j          ,0.8735372
2.2756,10.774,0.30452,3,-0.3006474780463993+0.22939193014064171j          ,0.856990436
2.2756,10.774,0.30452,3.1,-0.25163267514147925+0.3158675503470021j          ,0.836908687
2.2756,10.774,0.30452,3.2,-0.17208892292612812+0.396039151493272j           ,0.813538393
2.2756,10.774,0.30452,3.3,-0.06172900948763674+0.45748583856591857j         ,0.786896237
2.2756,10.774,0.30452,3.4,0.07456773325182442+0.48742782971311904j          ,0.756853764
2.2756,10.774,0.30452,3.5,0.22670400661729048+0.4747419688191882j           ,0.723225356
2.2756,10.774,0.30452,3.6,0.38001778302814754+0.4119841398035282j           ,0.685855553
2.2756,10.774,0.30452,3.7,0.5166938836817053+0.297195607461426j             ,0.644702201
2.2756,10.774,0.30452,3.8,0.6179112803268672+0.13518956303607413j           ,0.599909432
2.2756,10.774,0.30452,3.9,0.6665519939030807-0.062026755442351554j          ,0.551861121
2.2756,10.774,0.30452,4,0.6500995363632629-0.27598327564358244j           ,0.501203824
2.2756,10.774,0.30452,4.1,0.563180732379362-0.48373240521288435j            ,0.448830423
2.2756,10.774,0.30452,4.2,0.4091500205577175-0.6608883441271741j            ,0.395822857
2.2756,10.774,0.30452,4.3,0.20025464790595782-0.7851979166800802j           ,0.343362308
2.2756,10.774,0.30452,4.4,-0.04375760892831293-0.839918979655468j           ,0.292621379
2.2756,10.774,0.30452,4.5,-0.2983316114083709-0.8162972831097468j           ,0.244656995
2.2756,10.774,0.30452,4.6,-0.5375254130593093-0.7146670701177271j           ,0.200317409
2.2756,10.774,0.30452,4.7,-0.7374445197128936-0.5440484030088936j           ,0.160186916
2.2756,10.774,0.30452,4.8,-0.8790417654394608-0.3204826639134695j           ,0.124576437
2.2756,10.774,0.30452,4.9,-0.9498710025234278-0.06460474051920798j          ,0.093571306
2.2756,10.774,0.30452,5,-0.9447181777594785+0.20096611053799027j          ,0.067120187
2.6556,12.62,0.26144,0.1,-0.9638201084645446+0.2525658929162911j           ,0.007261268
2.6556,12.62,0.26144,0.2,-0.8598759515833581+0.4822228923587645j           ,0.02807443
2.6556,12.62,0.26144,0.3,-0.7005773638340831+0.6703071544697342j           ,0.059879676
2.6556,12.62,0.26144,0.4,-0.5028405979655992+0.8048474362927444j           ,0.099371937
2.6556,12.62,0.26144,0.5,-0.2845881489527443+0.8806943596458187j           ,0.14338703
2.6556,12.62,0.26144,0.6,-0.062371037950359434+0.8981204237222963j         ,0.189489558
2.6556,12.62,0.26144,0.7,0.14960334850897178+0.8610658889065814j           ,0.236184373
2.6556,12.62,0.26144,0.8,0.33948359321237753+0.7758178470853327j           ,0.282857558
2.6556,12.62,0.26144,0.9,0.4974429496485988+0.650355495563093j             ,0.329588241
2.6556,12.62,0.26144,1,0.615473177121063+0.49423367243026023j            ,0.376925845
2.6556,12.62,0.26144,1.1,0.6875694455047631+0.3187274634883685j            ,0.425661062
2.6556,12.62,0.26144,1.2,0.7104105915343548+0.13689975162159768j           ,0.476575249
2.6556,12.62,0.26144,1.3,0.6844756750194451-0.03680394373669357j           ,0.53013852
2.6556,12.62,0.26144,1.4,0.6152745289905879-0.1878497923981549j            ,0.586149709
2.6556,12.62,0.26144,1.5,0.5139786445112414-0.3040355745578122j            ,0.643388322
2.6556,12.62,0.26144,1.6,0.3964322830632093-0.37865658126181j              ,0.699460638
2.6556,12.62,0.26144,1.7,0.27985219131692973-0.41305202985677886j          ,0.751070772
2.6556,12.62,0.26144,1.8,0.17789413654175643-0.41658672641312794j          ,0.794809176
2.6556,12.62,0.26144,1.9,0.0964872638059704-0.40312427078763585j           ,0.82818103
2.6556,12.62,0.26144,2,0.0330145162721832-0.3854615464139515j            ,0.850329438
2.6556,12.62,0.26144,2.1,-0.02072109597476425-0.3708125980266198j          ,0.862068653
2.6556,12.62,0.26144,2.2,-0.07381670510425742-0.3594841585397693j          ,0.865322234
2.6556,12.62,0.26144,2.3,-0.13246143683932946-0.3465154845954502j          ,0.862380987
2.6556,12.62,0.26144,2.4,-0.1982247071064304-0.3246097340566897j           ,0.855335486
2.6556,12.62,0.26144,2.5,-0.2681869606263554-0.2868428687134169j           ,0.845796923
2.6556,12.62,0.26144,2.6,-0.336077824796523-0.22848827023384916j           ,0.834844806
2.6556,12.62,0.26144,2.7,-0.393721063497168-0.1479530684089437j            ,0.823093614
2.6556,12.62,0.26144,2.8,-0.43242161132551404-0.0470696696365919j          ,0.810795996
2.6556,12.62,0.26144,2.9,-0.4441793565848934+0.06902481806193056j          ,0.797940274
2.6556,12.62,0.26144,3,-0.4227300139401302+0.19228049566295785j          ,0.784327546
2.6556,12.62,0.26144,3.1,-0.3644355848220093+0.31234029705148303j          ,0.769630243
2.6556,12.62,0.26144,3.2,-0.26902910304393934+0.41736165491458854j         ,0.753432591
2.6556,12.62,0.26144,3.3,-0.14016618263551714+0.495062002562442j           ,0.735267055
2.6556,12.62,0.26144,3.4,0.01429803198078227+0.5339931724450233j           ,0.714646858
2.6556,12.62,0.26144,3.5,0.1824255395652313+0.5249956017477178j            ,0.691100541
2.6556,12.62,0.26144,3.6,0.34883267114186917+0.462711856069684j            ,0.664213506
2.6556,12.62,0.26144,3.7,0.49592542307527604+0.3469582499160907j           ,0.633677948
2.6556,12.62,0.26144,3.8,0.6057285871584329+0.18369706921980009j           ,0.599348265
2.6556,12.62,0.26144,3.9,0.6621892189611631-0.014674651149344119j          ,0.561290093
2.6556,12.62,0.26144,4,0.6536843898419319-0.22998706034001126j           ,0.519802671
2.6556,12.62,0.26144,4.1,0.5752778156156716-0.4400682025261971j            ,0.475395412
2.6556,12.62,0.26144,4.2,0.43013375488883676-0.6215005046034835j           ,0.428722076
2.6556,12.62,0.26144,4.3,0.22960496939344893-0.7528444747014241j           ,0.380506755
2.6556,12.62,0.26144,4.4,-0.008068937249034557-0.8175720716476058j         ,0.3315108
2.6556,12.62,0.26144,4.5,-0.2600319357714855-0.806112170411362j            ,0.282566561
2.6556,12.62,0.26144,4.6,-0.5014636486754721-0.7168607927612407j           ,0.234644813
2.6556,12.62,0.26144,4.7,-0.7082565723827974-0.5563224645432909j           ,0.188877943
2.6556,12.62,0.26144,4.8,-0.8596183985866322-0.3384776701116671j           ,0.146489076
2.6556,12.62,0.26144,4.9,-0.9404374369604764-0.08330179404882283j          ,0.108638238
2.6556,12.62,0.26144,5,-0.9430389381349891+0.18557204743855968j          ,0.076240576
4.0421,11.577,0.35337,0.1,-0.9619288818351392+0.2517014200771278j           ,0.011339221
4.0421,11.577,0.35337,0.2,-0.8545920520209268+0.47620557967552124j          ,0.042900671
4.0421,11.577,0.35337,0.3,-0.6953735646516469+0.6541306967385474j           ,0.088568637
4.0421,11.577,0.35337,0.4,-0.5051693352271502+0.7768793255594745j           ,0.141262456
4.0421,11.577,0.35337,0.5,-0.30257128524754645+0.8445650747155566j          ,0.195160452
4.0421,11.577,0.35337,0.6,-0.10153688922049531+0.8620523148776659j          ,0.246556067
4.0421,11.577,0.35337,0.7,0.08826436924758471+0.835790419790561j            ,0.293663775
4.0421,11.577,0.35337,0.8,0.2601098481846255+0.7722151272528768j            ,0.336026664
4.0421,11.577,0.35337,0.9,0.4089818205261485+0.6773346792840208j            ,0.373951603
4.0421,11.577,0.35337,1,0.5307916728541803+0.5569071276008418j            ,0.408114651
4.0421,11.577,0.35337,1.1,0.6220539111578894+0.416795812123126j             ,0.439330183
4.0421,11.577,0.35337,1.2,0.679883932027462+0.263294253111481j              ,0.468433975
4.0421,11.577,0.35337,1.3,0.7022025071433757+0.1033358393995699j            ,0.496233343
4.0421,11.577,0.35337,1.4,0.6880665583579088-0.05544361090321446j           ,0.523490417
