% b (um)                                          ,w (um)                                            ,Ef (eV)                                           ,freq (THz)                                        ,S11 (1)                                           ,Absorptance (1)
3.3932,10.881,0.3326,0.3,-0.698914501486051+0.6631336676752349j            ,0.071772258
3.3932,10.881,0.3326,0.4,-0.5053004796509072+0.7926278620011469j           ,0.116412498
3.3932,10.881,0.3326,0.5,-0.29519676375001946+0.8655811131594796j          ,0.163628207
3.3932,10.881,0.3326,0.6,-0.08376594018521491+0.8847823584000584j          ,0.210143446
3.3932,10.881,0.3326,0.7,0.11739442098341646+0.8556653087423811j           ,0.254055429
3.3932,10.881,0.3326,0.8,0.29960212771072336+0.7846558617946018j           ,0.294553744
3.3932,10.881,0.3326,0.9,0.45621439432887445+0.6784597681624183j           ,0.331560769
3.3932,10.881,0.3326,1,0.581967983469977+0.5439526013085898j             ,0.365428834
3.3932,10.881,0.3326,1.1,0.6726523919306129+0.3883363548237272j            ,0.396733635
3.3932,10.881,0.3326,1.2,0.7250775062392659+0.21934268141071206j           ,0.426151398
3.3932,10.881,0.3326,1.3,0.7372579111866083+0.04536282517031072j           ,0.454392986
3.3932,10.881,0.3326,1.4,0.7087383541762527-0.12455878029144277j           ,0.482175056
3.3932,10.881,0.3326,1.5,0.6410065287440598-0.2809125515753538j            ,0.510198768
3.3932,10.881,0.3326,1.6,0.5379200613198614-0.41413391642836034j           ,0.539135107
3.3932,10.881,0.3326,1.7,0.4060688900926571-0.5152812094474576j            ,0.569593332
3.3932,10.881,0.3326,1.8,0.25493504649770526-0.5770130877630951j           ,0.602064019
3.3932,10.881,0.3326,1.9,0.09664725633882776-0.5948384050141763j           ,0.63682658
3.3932,10.881,0.3326,2,-0.05492388201216137-0.5684737312638829j          ,0.673820984
3.3932,10.881,0.3326,2.1,-0.18593069632762127-0.5029143389621424j          ,0.712506944
3.3932,10.881,0.3326,2.2,-0.28512362434309224-0.40859068855175007j         ,0.751758168
3.3932,10.881,0.3326,2.3,-0.34663430132442874-0.29994098603005653j         ,0.789880066
3.3932,10.881,0.3326,2.4,-0.371801579920405-0.1922215276436474j            ,0.824814469
3.3932,10.881,0.3326,2.5,-0.36876951018097237-0.09738167217071077j         ,0.854525858
3.3932,10.881,0.3326,2.6,-0.3494644741573455-0.02077965563877949j          ,0.877442787
3.3932,10.881,0.3326,2.7,-0.3250729769845602+0.039555364529568385j         ,0.892762933
3.3932,10.881,0.3326,2.8,-0.30211769603025845+0.09073926832755105j         ,0.900491283
3.3932,10.881,0.3326,2.9,-0.2807985778285923+0.1411463009253327j           ,0.90122988
3.3932,10.881,0.3326,3,-0.25587668078606085+0.19665865501560204j         ,0.895852498
3.3932,10.881,0.3326,3.1,-0.21921344845787488+0.2583374893275431j          ,0.885207206
3.3932,10.881,0.3326,3.2,-0.1627793516157585+0.32183538002883005j          ,0.869924871
3.3932,10.881,0.3326,3.3,-0.0812808214302384+0.3782209253136506j           ,0.85034236
3.3932,10.881,0.3326,3.4,0.025982875482095328+0.4157046093320562j          ,0.826514568
3.3932,10.881,0.3326,3.5,0.15413270940776802+0.4218547782757787j           ,0.798281654
3.3932,10.881,0.3326,3.6,0.29260930907176413+0.3860195108297314j           ,0.76536873
3.3932,10.881,0.3326,3.7,0.42598565541586975+0.30171564631277537j          ,0.72750389
3.3932,10.881,0.3326,3.8,0.5357217088404977+0.16869548685897084j           ,0.684544083
3.3932,10.881,0.3326,3.9,0.602803052144472-0.005693999305802583j           ,0.636596059
3.3932,10.881,0.3326,4,0.6110060547180627-0.2062962327619156j            ,0.584113465
3.3932,10.881,0.3326,4.1,0.5502585545480567-0.4114202352214937j            ,0.527948913
3.3932,10.881,0.3326,4.2,0.41934092388167643-0.5956653210757052j           ,0.469336015
3.3932,10.881,0.3326,4.3,0.2271360456032204-0.7339008994898242j            ,0.409798687
3.3932,10.881,0.3326,4.4,-0.008077194657127484-0.8055689736881944j         ,0.350993388
3.3932,10.881,0.3326,4.5,-0.261260254652049-0.7982598068551418j            ,0.29452436
3.3932,10.881,0.3326,4.6,-0.504557376538879-0.7096875470909797j            ,0.241765439
3.3932,10.881,0.3326,4.7,-0.7115526569349319-0.5476811634144179j           ,0.19373816
3.3932,10.881,0.3326,4.8,-0.8608608320961778-0.32841635364543104j          ,0.151061326
3.3932,10.881,0.3326,4.9,-0.9384108715232972-0.07354540132871472j          ,0.11397611
3.3932,10.881,0.3326,5,-0.9382580424877994+0.19298189806109903j          ,0.082429833
4.906,13.291,0.16374,0.1,-0.9640074007534479+0.252614129929716j            ,0.006875833
4.906,13.291,0.16374,0.2,-0.8605390230802904+0.48256820256162103j          ,0.02660052
4.906,13.291,0.16374,0.3,-0.7018106786795357+0.6713257723892577j           ,0.056783479
4.906,13.291,0.16374,0.4,-0.5045654024921855+0.8069071533938514j           ,0.0943146
4.906,13.291,0.16374,0.5,-0.286653559277259+0.8841076541265644j            ,0.136183393
4.906,13.291,0.16374,0.6,-0.06463751998338782+0.903208972528574j           ,0.180035543
4.906,13.291,0.16374,0.7,0.14726994641598837+0.8682906427736548j           ,0.224382923
4.906,13.291,0.16374,0.8,0.3373325595762147+0.7859120054639116j            ,0.268549064
4.906,13.291,0.16374,0.9,0.4960807174022494+0.6644063020230004j            ,0.312468188
4.906,13.291,0.16374,1,0.6162373624049773+0.5136468715975939j            ,0.356418404
4.906,13.291,0.16374,1.1,0.6930370453772181+0.3449511234568313j            ,0.400708376
4.906,13.291,0.16374,1.2,0.7249348961938495+0.17068891287404583j           ,0.445334691
4.906,13.291,0.16374,1.3,0.7143794159709073+0.0031955702442304453j         ,0.489651838
4.906,13.291,0.16374,1.4,0.6679565738711174-0.14710870119801528j           ,0.532193045
4.906,13.291,0.16374,1.5,0.5951501554918862-0.2737963126883036j            ,0.570831872
4.906,13.291,0.16374,1.6,0.5056687721017288-0.3754222393613044j            ,0.603357235
4.906,13.291,0.16374,1.7,0.40656879268302176-0.4543916127380771j           ,0.628230079
4.906,13.291,0.16374,1.8,0.30096083688456904-0.5141467769865817j           ,0.645075666
4.906,13.291,0.16374,1.9,0.18899529280781077-0.5564551714986831j           ,0.654638421
4.906,13.291,0.16374,2,0.07014845655839297-0.5803020515968499j           ,0.658328723
4.906,13.291,0.16374,2.1,-0.054713982231291466-0.5824996028970888j         ,0.657700593
4.906,13.291,0.16374,2.2,-0.18232361481186377-0.5591592842910575j          ,0.654098994
4.906,13.291,0.16374,2.3,-0.3070128306806735-0.5071730250697866j           ,0.648518644
4.906,13.291,0.16374,2.4,-0.4213335704344058-0.4252904944099372j           ,0.641606018
4.906,13.291,0.16374,2.5,-0.5169307116287142-0.3147355401531678j           ,0.633724179
4.906,13.291,0.16374,2.6,-0.5854648479166894-0.17944651761322397j          ,0.625029859
4.906,13.291,0.16374,2.7,-0.619500004918931-0.026033022606287485j          ,0.615542026
4.906,13.291,0.16374,2.8,-0.6133340264702947+0.13649658516904564j          ,0.605190054
4.906,13.291,0.16374,2.9,-0.5637457740439784+0.2972206539058032j           ,0.593850585
4.906,13.291,0.16374,3,-0.4706253077683501+0.443997542812415j            ,0.581378002
4.906,13.291,0.16374,3.1,-0.33743973244309616+0.5643732992048028j          ,0.567617206
4.906,13.291,0.16374,3.2,-0.1714400728839794+0.6466764256735061j           ,0.552417902
4.906,13.291,0.16374,3.3,0.01647724378856183+0.6812418563448877j           ,0.535638034
4.906,13.291,0.16374,3.4,0.21234323695838392+0.6616420844473683j           ,0.517140102
4.906,13.291,0.16374,3.5,0.4001553158205214+0.5857420389240391j            ,0.496781987
4.906,13.291,0.16374,3.6,0.5633125739322271+0.45636661878104573j           ,0.474408453
4.906,13.291,0.16374,3.7,0.6862572965863899+0.28141767977783577j           ,0.449855012
4.906,13.291,0.16374,3.8,0.7560685825890769+0.0734092881598933j            ,0.422971375
4.906,13.291,0.16374,3.9,0.7638027895757814-0.1514772703180051j            ,0.393659935
4.906,13.291,0.16374,4,0.7054780400670089-0.3746741894236864j            ,0.361919987
4.906,13.291,0.16374,4.1,0.582663138042092-0.5767174141974006j             ,0.327900692
4.906,13.291,0.16374,4.2,0.4026706430797651-0.7388397534349374j            ,0.291972172
4.906,13.291,0.16374,4.3,0.1783861929368303-0.8446209497962781j            ,0.254793817
4.906,13.291,0.16374,4.4,-0.07232277910114322-0.8817310274860586j          ,0.217319811
4.906,13.291,0.16374,4.5,-0.32785530057123297-0.8436891406822368j          ,0.180699536
4.906,13.291,0.16374,4.6,-0.5649700117056887-0.7312382411364947j           ,0.146099521
4.906,13.291,0.16374,4.7,-0.76152304064568-0.5527765811907691j             ,0.11452071
4.906,13.291,0.16374,4.8,-0.8992500649738578-0.3235321418844885j           ,0.086676274
4.906,13.291,0.16374,4.9,-0.9659176520546214-0.06363196194063331j          ,0.062954063
4.906,13.291,0.16374,5,-0.9564305393173055+0.20443274160609676j          ,0.043447878
2.4284,10.304,0.16305,0.1,-0.9656805017033351+0.2532340455474328j           ,0.003333687
2.4284,10.304,0.16305,0.2,-0.8658281760248115+0.4871094501466607j           ,0.013065953
2.4284,10.304,0.16305,0.3,-0.7092388401910509+0.684485523604088j            ,0.028459836
2.4284,10.304,0.16305,0.4,-0.5090268323042441+0.8321061162031897j           ,0.048491095
2.4284,10.304,0.16305,0.5,-0.28087794452054465+0.9214290987512602j          ,0.072075996
2.4284,10.304,0.16305,0.6,-0.04141027045679402+0.948688061752497j           ,0.098276151
2.4284,10.304,0.16305,0.7,0.19307877823365857+0.9144831804385946j           ,0.126441098
2.4284,10.304,0.16305,0.8,0.4074506740317989+0.8232296769043939j            ,0.156276847
2.4284,10.304,0.16305,0.9,0.588299129489662+0.6826826021342768j             ,0.187848599
2.4284,10.304,0.16305,1,0.724476049948525+0.5035959993842087j             ,0.221525522
2.4284,10.304,0.16305,1.1,0.8077669121441818+0.2994175453919034j            ,0.257861749
2.4284,10.304,0.16305,1.2,0.8338140715317662+0.08577750675638066j           ,0.297396313
2.4284,10.304,0.16305,1.3,0.8031891949844013-0.12056644989119378j           ,0.340350848
2.4284,10.304,0.16305,1.4,0.7221898161635038-0.3036293750035754j            ,0.386251072
2.4284,10.304,0.16305,1.5,0.602591574261142-0.4508805308722489j             ,0.433590142
2.4284,10.304,0.16305,1.6,0.4596007186851295-0.5558773821165048j            ,0.479767515
2.4284,10.304,0.16305,1.7,0.3081094883869627-0.6193154123115799j            ,0.521516963
2.4284,10.304,0.16305,1.8,0.15882970821887313-0.6472990187077441j           ,0.555777104
2.4284,10.304,0.16305,1.9,0.016567692962441864-0.647407988619757j           ,0.580588408
2.4284,10.304,0.16305,2,-0.11837950231550488-0.6248759945254091j          ,0.595516285
2.4284,10.304,0.16305,2.1,-0.24694588421162517-0.5810107843870369j          ,0.601444199
2.4284,10.304,0.16305,2.2,-0.36831685349829885-0.5141458028381812j          ,0.599996789
2.4284,10.304,0.16305,2.3,-0.4785746578036003-0.42190393862749215j          ,0.592963363
2.4284,10.304,0.16305,2.4,-0.5709785218146558-0.3034046344831553j           ,0.581929155
2.4284,10.304,0.16305,2.5,-0.6372193399413817-0.1606949650720842j           ,0.568128641
2.4284,10.304,0.16305,2.6,-0.6689957115435375+7.042180225254139E-4j         ,0.552444242
2.4284,10.304,0.16305,2.7,-0.6595100784560991+0.1719674723565318j           ,0.535473645
2.4284,10.304,0.16305,2.8,-0.6047060199416291+0.3416474210690003j           ,0.517607669
2.4284,10.304,0.16305,2.9,-0.5041603295586136+0.49670707470600944j          ,0.499104444
2.4284,10.304,0.16305,3,-0.36159119150563107+0.6237843078490444j          ,0.480144948
2.4284,10.304,0.16305,3.1,-0.18494081376516192+0.7105805752673614j          ,0.460872141
2.4284,10.304,0.16305,3.2,0.013998750159476384+0.7472545126981572j          ,0.441414728
2.4284,10.304,0.16305,3.3,0.220425156211145+0.7276788924993691j             ,0.42189618
2.4284,10.304,0.16305,3.4,0.41779479013524534+0.6504011425463413j           ,0.402425867
2.4284,10.304,0.16305,3.5,0.5894244964154083+0.5191365839917278j            ,0.38307597
2.4284,10.304,0.16305,3.6,0.7202371003661402+0.3426550367528321j            ,0.363846045
2.4284,10.304,0.16305,3.7,0.7983802350977179+0.1340079113293507j            ,0.34463088
2.4284,10.304,0.16305,3.8,0.8164222105074582-0.09079981494663117j           ,0.325210168
2.4284,10.304,0.16305,3.9,0.7719235229057642-0.3144214534220582j            ,0.305273224
2.4284,10.304,0.16305,4,0.6673838098628944-0.5197346258528154j            ,0.284474769
2.4284,10.304,0.16305,4.1,0.5097458918470257-0.6911256565647977j            ,0.262504453
2.4284,10.304,0.16305,4.2,0.3096918488390608-0.8154452103693595j            ,0.239140068
2.4284,10.304,0.16305,4.3,0.08086209886002106-0.8827103674000394j           ,0.214283728
2.4284,10.304,0.16305,4.4,-0.1609546533755802-0.8866103551827104j           ,0.188015678
2.4284,10.304,0.16305,4.5,-0.39860547530697843-0.8248725634434145j          ,0.160698929
2.4284,10.304,0.16305,4.6,-0.6143444874768919-0.6996509264092056j           ,0.133069432
2.4284,10.304,0.16305,4.7,-0.7908617182609267-0.5180146517676794j           ,0.106198563
2.4284,10.304,0.16305,4.8,-0.9128735387272547-0.2922135378908798j           ,0.081273151
2.4284,10.304,0.16305,4.9,-0.9691076976112424-0.03912673579988812j          ,0.059299369
2.4284,10.304,0.16305,5,-0.9539950321434766+0.22135057879999248j          ,0.0408974
3.01,10.329,0.41274,0.1,-0.9626703086882638+0.25201598855775775j          ,0.009753818
3.01,10.329,0.41274,0.2,-0.8567443308940786+0.4784047880279963j           ,0.03711801
3.01,10.329,0.41274,0.3,-0.6978655156920224+0.6600815398784933j           ,0.077276083
3.01,10.329,0.41274,0.4,-0.5055800334199847+0.7873679870303377j           ,0.124440483
3.01,10.329,0.41274,0.5,-0.298235400168495+0.8587615653205705j            ,0.17358422
3.01,10.329,0.41274,0.6,-0.0904983230458661+0.8778138963417814j           ,0.221252817
3.01,10.329,0.41274,0.7,0.10681071590866842+0.850312348255696j            ,0.265560381
3.01,10.329,0.41274,0.8,0.28580450755454323+0.7826361920370027j           ,0.305796374
3.01,10.329,0.41274,0.9,0.4405080597964942+0.6811488696007697j            ,0.341988867
3.01,10.329,0.41274,1,0.5661463611954909+0.5521929538690248j            ,0.374561239
3.01,10.329,0.41274,1.1,0.6588081870401941+0.40231291635505667j           ,0.40411609
3.01,10.329,0.41274,1.2,0.7154101859049223+0.2384938213364737j            ,0.431308963
3.01,10.329,0.41274,1.3,0.7338553714492323+0.06831135968798518j           ,0.456789852
3.01,10.329,0.41274,1.4,0.7133104938438544-0.10004703072131776j           ,0.481178731
3.01,10.329,0.41274,1.5,0.654540577758744-0.2579079893234265j             ,0.505060101
3.01,10.329,0.41274,1.6,0.5602536772954548-0.3963976977330211j            ,0.528984682
3.01,10.329,0.41274,1.7,0.43540746672618386-0.5069020465057157j           ,0.553470653
3.01,10.329,0.41274,1.8,0.2874146175521568-0.5817166663529338j            ,0.578998558
3.01,10.329,0.41274,1.9,0.1261564818709692-0.6148904228850519j            ,0.60599431
3.01,10.329,0.41274,2,-0.036320454699359225-0.6032294234014708j         ,0.634795087
3.01,10.329,0.41274,2.1,-0.18657679529089743-0.5473523731558699j          ,0.665594479
3.01,10.329,0.41274,2.2,-0.31115455924761587-0.4525649591466891j          ,0.698367798
3.01,10.329,0.41274,2.3,-0.39856461711062563-0.32917611321402795j         ,0.732789332
3.01,10.329,0.41274,2.4,-0.44164931794789136-0.1917874280807753j          ,0.768163462
3.01,10.329,0.41274,2.5,-0.4396768591761973-0.05721124742823711j          ,0.803411133
3.01,10.329,0.41274,2.6,-0.3992329369600511+0.05886730984970411j          ,0.837147702
3.01,10.329,0.41274,2.7,-0.3330622485130075+0.14562841939845395j          ,0.867861902
3.01,10.329,0.41274,2.8,-0.2567447797022881+0.1998112141380946j           ,0.894157597
3.01,10.329,0.41274,2.9,-0.18420761921976261+0.22603811420783917j         ,0.914974324
3.01,10.329,0.41274,3,-0.12383444514142587+0.23444875063960785j         ,0.929698814
3.01,10.329,0.41274,3.1,-0.07670008015058448+0.23661479405901423j         ,0.938130537
3.01,10.329,0.41274,3.2,-0.03739487145465597+0.24139212254888892j         ,0.940331467
3.01,10.329,0.41274,3.3,0.0032110349674064013+0.2521074078767467j         ,0.936431544
3.01,10.329,0.41274,3.4,0.05442250921337702+0.2656672589882975j           ,0.926459098
3.01,10.329,0.41274,3.5,0.12242107941946836+0.2734503577986901j           ,0.910237981
3.01,10.329,0.41274,3.6,0.20785135566030927+0.26349891246441925j          ,0.887366137
3.01,10.329,0.41274,3.7,0.30458849096323093+0.2234997126512979j           ,0.85727373
3.01,10.329,0.41274,3.8,0.3998510658463032+0.14410081087824247j           ,0.819354081
3.01,10.329,0.41274,3.9,0.47576966027324286+0.022090170293375563j         ,0.773155255
3.01,10.329,0.41274,4,0.5124213438295924-0.1371696448848371j            ,0.718608855
3.01,10.329,0.41274,4.1,0.4920554096403001-0.3187941282644467j            ,0.656251778
3.01,10.329,0.41274,4.2,0.40375808070758606-0.4996026354605879j           ,0.587376619
3.01,10.329,0.41274,4.3,0.24732188852236528-0.6517587360473973j           ,0.514042433
3.01,10.329,0.41274,4.4,0.034947961196971286-0.7482467033838577j          ,0.438905511
3.01,10.329,0.41274,4.5,-0.21009397022891968-0.7687464386796972j          ,0.364889437
3.01,10.329,0.41274,4.6,-0.45766857914184467-0.7041013788137525j          ,0.29478072
3.01,10.329,0.41274,4.7,-0.6765599529920083-0.5580358672639357j           ,0.230862601
3.01,10.329,0.41274,4.8,-0.8400610119808852-0.3458394721134911j           ,0.174692556
3.01,10.329,0.41274,4.9,-0.9298929690872375-0.09083330620770094j          ,0.127048377
3.01,10.329,0.41274,5,-0.9378474620691417+0.18005104646125164j          ,0.088023759
3.7557,11.239,0.27511,0.1,-0.9633862926221829+0.25233629732914026j          ,0.008213244
3.7557,11.239,0.27511,0.2,-0.8587706521490608+0.48063038766734817j          ,0.031507397
3.7557,11.239,0.27511,0.3,-0.6999768905092136+0.6660682745728496j           ,0.066385406
3.7557,11.239,0.27511,0.4,-0.505114383783675+0.7977521733243981j            ,0.108450929
